SL,NAME OF RETAIL OUTLET,LOCATION,DISTRICT,STATE,BANK
1070,KISAN SEWA KENDRA Code - 216310,"KISAN SEWA KENDRA KANHAULI PAKDI BAZAR,DEORIA DEORIA",DEORIA,Uttar Pradesh,SBI
1071,YADURANI DEVI KISAN SEWA KENDRA,"KISAN SEWA KENDRA KHAJUHA RUDRAPUR,KARAJKOI ROAD DEORIA",DEORIA,Uttar Pradesh,SBI
1072,KISAN SEWA KENDRA PALHEPUR,"GATA NO 410 PALHEPUR,PALHEPUR KANPUR",KANPUR RURAL,Uttar Pradesh,SBI
1073,KISAN SEWA KENDRA BADOKHAR,"KISAN SEWA KENDRA BADOKHAR,BHANPUR BASTI",BASTI,Uttar Pradesh,SBI
1074,KISAN SEWA KENDRA GADI,"Kisan Seva Kendra Gandhi Johanabad Road,Fatehpur Fatehpur",FATEHPUR,Uttar Pradesh,SBI
1075,KISAN SEWA KENDRA MURADPUR,"Kisan Seva Kendra Muraopur,Bindki Fatehpur",FATEHPUR,Uttar Pradesh,SBI
1076,KISAN SEVA KENDRA BARWA RAJA PAKAD,"BRAHAMPUR DHARAMPUR PAKAR DUDHI TAMKUHIRAJ,KUSHINAGAR KUSHINAGR",KUSHINAGAR,Uttar Pradesh,SBI
1077,KISAN SEWA KENDRA BANGRA,"KISAN SEWA KENDRA BANGRA DIST JALAUN UP,BANGRA DIST JALAUN UP MADHOGARH",JALAUN,Uttar Pradesh,SBI
1078,SAINIK KISAN SEVA KENDRA,"SAINIK KISN SEVA KENDRA VILLAGE AND POST USMANPUR,SAINIK KISN SEVA KENDRA BARABANKI",BARABANKI,Uttar Pradesh,SBI
1079,KISAN SEVA KENDRA AJNAR,"KISAN SEVA KENDRA VILL AND POST AJNAR,AJNAR JAITPUR MAHOBA",MAHOBA,Uttar Pradesh,SBI
1080,SHIV OM KISAN SEWA KENDRA,"GRAM LAVA KEDA TALIB HUSAIN TEHSIL,NAWABGANJ BAREILLY",BAREILLY,Uttar Pradesh,SBI
1081,MS OM KISAN SEWA KENDRA,"VILL RAJPUR ROSHAN NAGAR BILSI,NEAR UGHAITI BUDAUN",BUDAUN,Uttar Pradesh,SBI
1082,"KISAN SEVA KENDRA, MADRI","Umrao Madri Amali,Bindki Fatehpur",FATEHPUR,Uttar Pradesh,SBI
1084,SHOBHAN SARKAR KISAN SEWA KENDRA,"SARAI PRATHAM BIDHUNA,BIDHUNA BIDHUNA",AURAIYA,Uttar Pradesh,SBI
1085,KISAN SEVA KENDRA PIPRA KANAK,"PIPRA KANAK RAMPUR AWASTHI TO PATHARADEVA ROAD DEO,DEORIA DEORIA",DEORIA,Uttar Pradesh,SBI
1086,KISHAN SEWA KENDRA NAWLI,"KISHAN SEWA KENDRA NAWLI POST RENDHAR DIST JALAUN,KISHAN SEWA KENDRA NAWLIKISHAN SEWA KENDRA NAWLI",JALAUN,Uttar Pradesh,SBI
1087,SAVITRI KISHAN SEWA KENDRA BAGHERA,"VILL AND POST BAGHERA,TEH TAHRAULI BAGHERA",JHANSI,Uttar Pradesh,SBI
1088,MAYA KRISHNA KISAN SEWA KENDRA,"MAYA KRISHNA KISAN SEWA KENDRA JIGNA MARG,ANDHIYARI TEHSIL MANKAPUR GONDA",GONDA,Uttar Pradesh,SBI
1089,babu bindeshwar singh kisan sewa kendra,"paroha bhingari bazar,deoria deoria",DEORIA,Uttar Pradesh,SBI
1090,KISAN SEVA KENDRA UDATPURA,"KISAN SEVA KENDRA UDATPURA UDATPURA,UDOTPURA JALAUN",JALAUN,Uttar Pradesh,SBI
1091,KISAN SEVA KENDRA KUMHDOURA,"Mahoba Khajuraho Road,Mahoba",MAHOBA,Uttar Pradesh,SBI
1092,KISAN SEWA KENDRA,"VILL BANKI BOURDIH DEORIA,DEORIA DEORIA",DEORIA,Uttar Pradesh,SBI
1093,ms kisaan sewa kendra,"bharthua karmaini mehdawal,santkabir nagar UTTAR PRADESH",SANT KABIR NAGAR,Uttar Pradesh,SBI
1094,KISAN SEWA KENDRA DAHARRA,"VILLAGE DAHARRA POST MAKARBAI TEH AND DISTT MAHOBA,VILL DAHARRA PO MAKARBAI TEHAND DIST MAHOBA MAHOB",LALITPUR,Uttar Pradesh,SBI
1095,KISSAN SEWA KENDRA,"AT-PO-DEOCHANDPUR,SAIDPUR, DISTT- GHAZIPUR",GHAZIPUR,Uttar Pradesh,SBI
1096,KISAN SEWA KENDRA SAMAUR BAZAR,"BIHAR KHURD SAMUR BAZAR,FAZIL NAGAR KUSHI NAGAR",KUSHINAGAR,Uttar Pradesh,SBI
1097,AFZAL PETROLEUM KISHAN SEWA KENDRA,"SORAHIYA BABAGANJ NANPARA NANPARA DIST BAHRAICH,NANPARA DIST BAHRAICH BAHRAICH",BAHRAICH,Uttar Pradesh,SBI
1098,OM KISAN SEWA KENDRA,"OM KISAN SEWA KENDRA VILL BHAISANA PO MAHESHGANJ,KUNDA PRATAPGARH PRATAPGARH",PRATAPGARH,Uttar Pradesh,SBI
1099,AWADHRAJ AND SONS KISAN SEWA KENDRA,"AWADH RAJ AND SONS KISAN SEWA KENDRA PIDARI KALA,MEHDAWAL MEHDAWAL",SANT KABIR NAGAR,Uttar Pradesh,SBI
1100,UTKARSH KISAN SEWA KENDRA,"UTKARSH KISAN SEWA KENDRA POONAM MALHOTRA MOH KAS,POWAYAN POWAYAN",SHAHJAHANPUR,Uttar Pradesh,SBI
1101,NARENDRA RAJ KISAN SEWA KENDRA,"MAHETEX,PURWA",KANNUAJ,Uttar Pradesh,SBI
1102,MAHAK KISAN SEWA KENDRA,"SUMALI SADAR 10 KM FROM RAMPUR JUCTION,NEAR MANDI Rampur",RAMPUR,Uttar Pradesh,SBI
1103,MS KISAN SEWA KENDRA CHAPRA PURVI-258516,"KISAN SEWA KENDRA BANDA BAZAR DHANGHATA SANTKABIR,GORAKHPUR SANTKABIR NAGAR",SANT KABIR NAGAR,Uttar Pradesh,SBI
1104,MS KISAN SEWA KENDRA,"MS KISAN SEWA KENDRA VILL BELWA SENGAR,PO KAITHWALIYA MEHDAWAL",SANT KABIR NAGAR,Uttar Pradesh,SBI
1105,KISAN SEWA KENDRA,"VILL JIGINHA PO KESAUL RAJPUR,VILL JIGINHA PO KESAUL LOTAN",MAHARAJGANJ,Uttar Pradesh,SBI
1106,NASIR KISHAN SEVA KENDRA,"BHOJPUR ASHA TEHSIL AND MORADABAD BHOJPUR ASHA TEH,BHOJPUR ASHA TEHSIL ANDMORADABAD MORADABAD",MORADABAD,Uttar Pradesh,SBI
1107,SIDDH DEV KISAN SEVA KENDRA,"VILL MAHESHPUR DISTT MORADABAD VILL MAHESHPUR DIST,VILL MAHESHPUR DISTTMORADABAD MORADABAD",MORADABAD,Uttar Pradesh,SBI
1108,KISAN SEWA KENDRA IMILIYA,"KISHAN SEVA KENDRAIMLIYA,BABINAJHANSI",JHANSI,Uttar Pradesh,SBI
1109,GANGAPAR KISAN SEWA KENDRA,"GANGAPAR KISAN SEVA KENDRA V NAGLA HUSHA,PO AMRITPUR AMRITPUR",FARRUKKHABAD,Uttar Pradesh,SBI
1110,Kisan Seva Kendra,"Near Gazipur Kasba Ashotar Road,IOC Pump India Petrol Pump Fatehpur",FATEHPUR,Uttar Pradesh,SBI
1111,SHAMS KISAN SEWA KENDRA,"SHAMS KISAN SEVA KENDRA VILL POST KURWA,MIHINPURWA BAHRAICH",BAHRAICH,Uttar Pradesh,SBI
1112,HARSH KISAN SEVA KENDRA,"ISLAMNAGAR RAMPURA MORADABAD ISLAMNAGAR RAMPURA MO,MORADABAD UTTARPRADESH MORADABAD",MORADABAD,Uttar Pradesh,SBI
1113,BHADAURIA KISHAN SEWA KENDRA,"BHADAURIA KISHAN SEWA KENDRA MURCHA,MURCHA ETAWAH",ETAWAH,Uttar Pradesh,SBI
1114,MS SHRI RAM KISAN SEWA KENDRA,"BARAO KARCHHANA ALLAHABAD BARAO KARCHHANA ALLAHABA,BARAO KARCHHANAALLAHABAD ALLAHABAD",ALLAHABAD,Uttar Pradesh,SBI
1115,UNIQUE KISAN SEWA KENDRA,"UDAYPUR MAFI BLOCK KAMARIA,PILIBHIT PILIBHIT",PILIBHIT,Uttar Pradesh,SBI
1116,HANUMAN RUCHI KISSAN SEVA KENDRA,"RAGHUNATHPUR MATHA TANALA ROAD,PURANPUR PILIBHIT",PILIBHIT,Uttar Pradesh,SBI
1118,KISAN SEWA KENDRA BHAWAN,"VILL and PO- BAWAN(KUMARGANJ),FAIZABAD,U.P.,FAIZABAD",FAIZABAD,Uttar Pradesh,SBI
1119,KISAN TEK APURTI KENDRA,"KISAN TEL APURTI KENDRA RAJGARH,RAJGARH AMETHI","AMETHI/CSMNAGAR",Uttar Pradesh,SBI
1120,KISAN SEWA KENDRA BHADARKHAS,"KISAN SEWA KENDRA BHADARKHAS PETROLPUMP,NEAR SBI BHADARKHAS GORAKHPUR",GORAKHPUR,Uttar Pradesh,SBI
1121,DWARIKA BHAGWATI KISHAN SEWA KENDRA,"BRAHAMPUR AHROLA BISALPUR ROAD,BISALPUR ROAD BAREILLY",BAREILLY,Uttar Pradesh,SBI
1122,LORD KRISHNA FILLING STATION (KSK),"VILLAGE KANTHARI BISALPUR ROAD,BAREILLY BAREILLY",BAREILLY,Uttar Pradesh,SBI
1123,KISAN SEWAKENDRA DHARWARA,"UNCHDEEH RAM NAGAR SIRSA ALLAHABAD UNCHDEEH RAM NA,UNCHDEEH RAM NAGAR SIRSAALLAHABAD ALLAHABAD",ALLAHABAD,Uttar Pradesh,SBI
1124,KISAN SEWA KENDRA,"KISAN SEWA KENDRA BAITHWALIA,BAITHWALIA MAHARAJGANJ MAHARAJGANJ",MAHARAJGANJ,Uttar Pradesh,SBI
1125,KISAN SEVA KENDRA NARA ADHANPUR,"KISAN SEVA KENDRA NARA ADHANPUR NARA ADHANPUR,ADHANPUR MUSAFIRKHANA AMETHI","AMETHI/CSMNAGAR",Uttar Pradesh,SBI
1126,SHIV SHAKTI KISAN SEWA KENDRA,"SHIV SHAKTI KISAN SEWA KENDRA SHAHBARI ROAD RAMGAR,RAMGARH AMETHI","AMETHI/CSMNAGAR",Uttar Pradesh,SBI
1127,KISAN SEWA KENDRA JALALPUR,"Near SBI Bhawaniganj,Basti to Dumariyaganj route",SIDHARTHNAGAR,Uttar Pradesh,SBI
1128,KISAN SEVA KENDRA RAMPUR BUJURG,"RAMPUR BUJURG RAMPUR BUJURG,RAMPUR BUJURG MAHARAJGANJ",MAHARAJGANJ,Uttar Pradesh,SBI
1129,R S S KISAN SEVA KENDRA,"Piuli Asantapur PO Banthari,Manjhanpur Kaushambi",KAUSHAMBI,Uttar Pradesh,SBI
1130,M S KISAN SEWA KENDRA,"ATARDIHA MAHUL PHOOLPUR N A,N A AZAMGARH",AZAMGARH,Uttar Pradesh,SBI
1131,KISHAN SEWA KENDRA,"KISHAN SEWA KENDRA BAKSAR,BIGHAPUR UNNAO",UNNAO,Uttar Pradesh,SBI
1132,KISAN SEWA KENDRA,"KISAN SEWA KENDRA KOHARGADDI THOOTHIBARI,NAUTANWA RAOD NEAR BARGADWAMAHARAJGANJ",MAHARAJGANJ,Uttar Pradesh,SBI
1133,LAGUCHA KISAN SEWA KENDRA,"GRAM POST LAGCHUA DISTRICT LAKHIMPUR KHIRI,LAKHIMPUR LAKHIMPUR",LAKHIMPUR,Uttar Pradesh,SBI
1134,VINDHYA SAI KISAN SEVA KENDRA,"DEVARI LALGANJ MIRZAPUR,MIRZAPUR MIRZAPUR",MIRZAPUR,Uttar Pradesh,SBI
1135,SAMPATI DEVI KISAN SEVA KENDRA,"BABHANI DEORIA BABHANI DEORIA,BABHANI DEORIA DEORIA",DEORIA,Uttar Pradesh,SBI
1136,MUKTI KISAN SEVA KENDRA,"VILL BALI PO BALIDEWWANGANJ PS GOGHAT DIST HOOGHLY,ARAMBAGH",HOOGHLY,West Bengal,SBI
1137,MANDAL AND MANDAL KSK,"eastren bye pass baikhantapur siliguri,DARJEELING",JALPAIGURI,West Bengal,SBI
1138,KISHAN SEVA KENDRA NAYABAD,"PO NAYABAD PS SONARPUR 24 PARAGANAS SOUTH,NAYABAD KOLKATA","SOUTH 24PARGANAS",West Bengal,SBI
1139,DIPALI SERVICE STATION,"ARAPANCH PO AND PS SONARPUR ARAPANCH PO AND PS SON,ARAPANCH PO AND PS SONARPURSONARPUR","SOUTH 24PARGANAS",West Bengal,SBI
1140,DIAMOND KISHAN SEVA KENDRA,"BORA MAMUDPUR NAIHATI BORA MAMUDPUR NAIHATI,BORA MAMUDPUR NAIHATI NAIHATI","NORTH 24PARGANAS",West Bengal,SBI
1141,BELAKOBA KISHAN SEBA KENDRA,"BELAKOBA KISHAN SEBA KENDRA BELAKOBA ROAD OPP SBI BELAKOBA,JALPAIGURI",JALPAIGURI,West Bengal,SBI
1142,M S BABA BHOLANATH F STN KSK,"SINDRANI BAGDAH NORTH 24 PARGANAS,BAGDAH",NADIA,West Bengal,SBI
1143,MAA KALI REFILLING STATION,"MAA KALI REFILLING STATION SEKHAMPUR BIRBHUM,GADADHARPUR",BIRBHUM,West Bengal,SBI
1144,BIHARIJI AUTO SERVICE STATION,"JAMURIA INDUSRIAL ESTATE JADUDANGA MORE MONALPUR ASANSOL,BURDWAN",BARDDHAMAN,West Bengal,SBI
1145,TARAMAA OIL TRADING,"BALLAVPARA PASHCHIMPARA BBALLAVPARA NADIA,KALIGANJ",NADIA,West Bengal,SBI
1146,SETHIA SERVICE STATION,"VILL CHOWRAHAT POST SITAI DINHATA COOCHBEHAR VILL,VILL CHOWRAHAT POST SITAI DINHATACOOCHBEHAR DINHA",COOCH BIHAR,West Bengal,SBI
1147,GANGAVALLEY,"VILL KAGMARI PO J KAGMARI,PS R BAZAR MALDA",MALDA,West Bengal,SBI
1148,BANIK OIL DISTRIBUTORS,"VILL AGAMPUR PO AND PS GAZOLE,MALDA MALDA",MALDA,West Bengal,SBI
1149,BRC PETROLEUM,"BHALUKA BAZAR PS HARISH CHANDRAPUR,MALDA MALDA",MALDA,West Bengal,SBI
1150,SUNIL FUEL STATION,"TENJONA MORE KHORIBARI SILIGURI TENJONA MORE KHORI,TENJONA MORE KHORIBARI SILIGURISILIGURI",DARJEELING,West Bengal,SBI
1151,MALIBARI KSK PETROL PUMP,"VILL MALIBARI PO BHATOL HAT PS RAIGANJ VILL MALIBA,VILL MALIBARI PO BHATOL HAT PSRAIGANJ RAIGANJ",UTTAR DINAJPUR,West Bengal,SBI
1153,MODAK KISAN SEVA KENDRA,"po-baleirhat,dhalpal, ps-tufanganj,dist-coochbehar,COOCH BEHAR",COOCH BIHAR,West Bengal,SBI
1154,MS MAYA FILLING CENTRE,"KUSHIDA KUSHIDA,PURBAPARA HARISHCHANDRAPUR MALDA",MALDA,West Bengal,SBI
1155,ABEDIN ENTERPRISE,"po and vill sambalpurtal ps pukuria,MALDA",MALDA,West Bengal,SBI
1156,SUSHILA SERVICE STATION,"DIMRULLA PO AND PS ISLAMPUR,DIMRULLA ISLAMPUR",UTTAR DINAJPUR,West Bengal,SBI
1157,ASHIRBAD FILLING STATION,"ASHIRBAD FILLING STATION VILL AND PO GADADHARPUR,GADADHARPUR PS MAYURESWAR",BIRBHUM,West Bengal,SBI
1158,BIHARIJI AUTO SERVICE STATION,"JAMURIA INDUSRIAL ESTATE JADUDANGA MORE MONALPUR ASANSOL,BURDWAN",BARDDHAMAN,West Bengal,SBI
1159,SANTOSH KISAN SEVA KENDRA,"VILL MUCHIA PO MAHADEVPUR PS MALDA,MALDA",MALDA,West Bengal,SBI
1160,BHARATI KISAN SEVA KENDRA,"VILLAGE JINANDAPUR PO ISLAMPUR PICHHABANI,SBI PICHHABANI CONTAI",PURBA MEDINIPUR,West Bengal,SBI
1161,MS NOWAPARA KISAN SEVA KENDRA,"VILL NOWAPARA PO KHOPAKATI PS HARISH CHANDRAPUR MALDA,MALDA",MALDA,West Bengal,SBI
1162,ANANDA MOYEE SERVICE CENTRE,"ATURIA KATIAHAT,BADURIA BADURIA","NORTH 24PARGANAS",West Bengal,SBI
1163,MAA TARA KISHAN SERVICE,"VILLAGE NRISHINGHA KHOLA BONGAON,KOLKATA","NORTH 24PARGANAS",West Bengal,SBI
1164,BHARAT KISAN SEVA KENDRA,"VILL AND PO GARAKUPIHANSABAD,BASIRHATBASIRHAT","NORTH 24PARGANAS",West Bengal,SBI
1165,HAWA FILLING STATION,"VILL GANTLA PO GANTLA PS KANDI dist MURSHIDABAD,KANDI",MURSHIDABAD,West Bengal,SBI
1166,RADHAMADHAD KSK,"PO KISHOREPUR PS KARIMPUR VILL RAMNAGAR PO KIS P,PO KISHOREPUR PS KARIMPUR VILLRAMNAGAR PO KIS R",NADIA,West Bengal,SBI
1167,TARAKDASPUR FILLING STATION,"PO MAHATPUR PS KOTWALI NALDAH BLOCK KRISHNAGAR DIST NADIA,NALDAH",NADIA,West Bengal,SBI
1168,SAHEB KISHAN SEBA CENTRE,"VILL GOBINDAPUR PO SAHI SHERPUR,PS KHARGRAM KHARGRAM",MURSHIDABAD,West Bengal,SBI
1169,MANDAKINI KSK,"VILLAGE KUSUMDA PO MUNDAMAKI PS PINGLA,DIST PASHIM MIDINIPUR","PASCHIMMEDINIPUR",West Bengal,SBI
1170,PATI KISHAN SEVA KENDRA,"VILL PURUL PO HAUR DIST PURBA MEDINIPUR,HAUR",PURBA MEDINIPUR,West Bengal,SBI
1171,SAMANTA KISAN SEVA KENDRA,"VILL KHANAKUL PO KHANAKUL KHANAKUL HOOGHLY,HOOGLY",HOOGHLY,West Bengal,SBI
1172,SAMANTA KISAN SEVA KENDRA,"VILL KHANAKUL PO KHANAKUL KHANAKUL HOOGHLY,HOOGLY",HOOGHLY,West Bengal,SBI
1173,Joy Guru KSK,"VILL BASUDEBPURGP 8 EGRA,ALANGIRIEGRA II",PURBA MEDINIPUR,West Bengal,SBI
1174,BABA TARAKNATH SERVICE STATION,"BAIDYAPUR TARAKESWAR HOOGHLY,Hooghly",HOOGHLY,West Bengal,SBI
1175,ARJUN SERVICE STATION,"ARJUN SERVICE STATION DHAMUA AMRATALA ROAD,MAGURPUKUR BRIDGE DHAMUA","SOUTH 24PARGANAS",West Bengal,SBI
1176,JAGADAMBA KISAN SEVA KENDRA,"VILLAGE MARISHDA CONTAI III MARISHDA,NACHINDA TAMLUK",PURBA MEDINIPUR,West Bengal,SBI
1177,SHIB SHAKTI KISHAN SEVA KENDRA,"VILLAGE AND PO SOUDAKHALI NANDIGRAM,GARCHAKRABERIA TAMLUK",PURBA MEDINIPUR,West Bengal,SBI
1178,SAI KISHAN SEVA KENDRA [KSK],"BALARAMPURPOST BALAIERHAT,PS TUFANGANJBALARAMPUR",COOCH BIHAR,West Bengal,SBI
1179,JOYGURU KISHAN SEVA KENDRA,"KISHANGANJ BADANGANJ,BADANGANJ HOOGHLY BADANGANJ",HOOGHLY,West Bengal,SBI
1180,BHABANI KISAN SEVA KENDRA,"SEKANDARPUR,ON NAGARUKHRA NIMTALA R,SEKANDARPUR",NADIA,West Bengal,SBI
1181,INSHA SERVICE STATION,VILL & P.O. SHONEPUR P.S. KASHIPUR Dist. South 24 Parganas,"SOUTH 24PARGANAS",West Bengal,SBI
1182,SHABNAM FILLINGS STATION,"VILL UTTAR NABABGANJ BALASI POST DAWANHAT COOCH BEHAR,DAWANHAT",COOCH BIHAR,West Bengal,SBI
1183,B. M. FILLING STATION,"VILL:MATHBAIDYAPUR,PS:MADHABDIHI, PO:BIDYAPUR SHIVTALA,BURDWAN",BARDDHAMAN,West Bengal,SBI
1184,SAIKAT SERVICE STATION,"PO VILL - DONGARIA,PS - NODAKHALI,DONGARIA","SOUTH 24PARGANAS",West Bengal,SBI
1186,SARADA SERVICE STATION,"VILL AJHAPUR PO AJHAPUR JAMALPUR,BURDWAN",BARDDHAMAN,West Bengal,SBI
1187,SONAI FILLING STATION,"BARBAJITPUR,PO-BARBAJITPUR PS-BHAWANIPUR HALDIA,HALDIA",PURBA MEDINIPUR,West Bengal,SBI
1188,SRI LAXMI SERVICE STATION,"VILL PO TATARPUR PS CHANDRAKONA,TATARPUR DIST WEST MIDNAPORE","PASCHIMMEDINIPUR",West Bengal,SBI
1189,CHARULATA KISHAN SEVA PETROL PUMP,"VILL-HARIPUR, PO-TAKIPUR,PS â€“ HASNA DIST. NORTH 24 PARGANAS,HASNABAD","NORTH 24PARGANAS",West Bengal,SBI
1190,BHARASA KISHAN SEVA KENDRA,"BHASTARA,PO-BHASTARA DIST-HOOGHLY,BHSATARA",HOOGHLY,West Bengal,SBI
1191,DIPALI FUELS & KISAN SERVICES,"VILL P.O - KAMALPUR,P.S CHATNA DIST BANKURA,KAMALPUR,West bengal",BANKURA,West Bengal,SBI
1192,JANAGAN KSK,"KHANPUR,PO-KHANPUR PS-GURAP,GURAP",HOOGHLY,West Bengal,SBI
1193,CHAULHATI KISHAN SEVA KENDRA,"CHAULHATI KISHAN KENDRA CHALUHATI,CHALUHATI JALPAIGURI",JALPAIGURI,West Bengal,SBI
1194,DAS & DAS KISAN SEVA KENDRA [KSK],"GHORAMORE TO GANDARMORE,PS: BHAKTIN DIST: JALPAIGURI,GHORAMORE",JALPAIGURI,West Bengal,SBI
1195,RAMANANDA KISHAN SEVA KENDRA,"VILL&PO - NAYA, PS-PINGLA,DIST. PASCHIM MEDINIPUR,JALCHAK","PASCHIMMEDINIPUR",West Bengal,SBI
1196,ALAM KISAN KENDRA,"INDIAN OIL RETAIL OUTLET,VILLAGE AND P.O. KASBAGOLA EGRA â€“ I,KASBAGOLA",PURBA MEDINIPUR,West Bengal,SBI
1197,KRISKO SERVICE STATION,"VILL MAJDIHA PO MAJDIHA,MAIN ROAD BANKURA",BANKURA,West Bengal,SBI
1198,KSHITISH SERVICE CENTRE [KSK],"MADHYA KASHIABARI PO HALDIBARI,HALDIBARI HALDIBARI",COOCH BIHAR,West Bengal,SBI
1199,MA BIMLA KISAN SEVA KENDRA,"VILLAGE BHALKI, P.O. CHANDRA, dist paschim medinipore,BHALKI","PASCHIMMEDINIPUR",West Bengal,SBI
1200,SEIKH FILLING CENTRE,"Vill Bander,P.O-Banorabibadraj,P.S - Ketugram, Dist Burdwan,BANDER",BARDDHAMAN,West Bengal,SBI
1201,GUPTA BROTHERS KISAN SEVA KENDRA [K,"VILL POST KENPUKUR,DIST MALDA LOCK NO 11017/93429,KENPUKUR",MALDA,West Bengal,SBI
1202,NANDI FUEL CENTRE [KSK],"VILL PUKURIAMORE,POST ARAIDANGA DIST MALDA LOCK 13002/93692,PUKURIAMORE",MALDA,West Bengal,SBI
1203,KRANTI KISAN SEVA KENDRA [KSK],"KRANTI HAT BHANDARI PARA,PO KRANTI BAZAAR JALPAIGURI",JALPAIGURI,West Bengal,SBI
1204,TULSI KISAN SEVA KENDRA,"VILL: KHASIMARI,POST: KANCHANTAR POST: KANCHANTAR,MAHADIPUR",MALDA,West Bengal,SBI
1205,MS TIRUPATI KISAN SEVA KENDRA,"VILL POURIA PO SANTOSHPUR CHANCHAL,MALDA",MALDA,West Bengal,SBI
1206,HAFIZA FILLING STATION,"VILL MADHAIGANJ PO JAMGORA MADHAIGANJ BURDWAN,DURGAPUR,West Bengal",BARDDHAMAN,West Bengal,SBI
1207,NEW SREEMA FUEL CENTRE(KSK),"INSTALLATION DONE SIM NO SHOWING WITH OTHER TID.21599065 VODAFONE SIMNO.89916027458000944827","NORTH 24PARGANAS",West Bengal,SBI
1208,JOY MA KALI KISHAN SERVICE,"Ranaghat nukari more nadia,Ranaghat",NADIA,West Bengal,SBI
1209,MANDAL AND MANDAL KSK,"eastren bye pass baikhantapur siliguri,DARJEELING",JALPAIGURI,West Bengal,SBI
1210,PALLISHREE KISAN SEVA KENDRA,"VILLAGE KARMALICHAK PO ARAGOAL PATASHPUR,PATASHPUR CONTAI",PURBA MEDINIPUR,West Bengal,SBI
1211,USTHI KISHAN SEVA-,"VIL-JAGADISHNAGAR, PS/PO-USTHI,PS/P DIST-SOUTH 24 PARGANAS,USTHI","SOUTH 24PARGANAS",West Bengal,SBI
1212,Maa Tara Kishan Seva Kendra,"Birpur Gurab PS Balibhy,GURAP",HOOGHLY,West Bengal,SBI
1213,SHREE KRISHNA SERVICE CENTRE,"PS-RAJARHAT, KOLKATA VILL+PO â€“ SHIKARPUR,PS-RAJARHAT,KOLKATA","NORTH 24PARGANAS",West Bengal,SBI
1214,PATRA KISHAN SEVA KENDRA,"Village Kadirpur PO Janaka PS Khejuria Dist- Pashim Mednipure,Pachim Mednipure",PURBA MEDINIPUR,West Bengal,SBI
1215,SREE DURGA SERVICES,"KALIKAPUR KASHINATHPUR KOLKATA KALIKAPUR KASHINATH,HOME TOWN KOLKATA","NORTH 24PARGANAS",West Bengal,SBI
1216,KOBITA FILLING STATION,"CHANDAMARI POST PUTIMARI FULESWARI MATHABHANGA COOCHBEHAR,COOCH BEHAR",COOCH BIHAR,West Bengal,SBI
1218,AJANTA SERVICE STATION-,"VILL - UMARPOTA,PO â€“ BALAKHALI Dist. 24 Paraganas,JULPIA,West bengal","SOUTH 24PARGANAS",West Bengal,SBI
1219,FUEL PARK KISHAN SEVA KENDRA,"CO SHELLY BISWAS VILL HANSKHALI NADIA CO SHELLY BI,CO SHELLY BISWAS VILL HANSKHALINADIA NADIA",NADIA,West Bengal,SBI
1220,SURATPUR KISAN SEVA KENDRA,"VILL SURATPUR PO HATINDA,PS CHANCHAL MALDA",MALDA,West Bengal,SBI
